InvoiceDate,Year,Quarter,Month
2011-04-08 07:37:00,2011,2,4
2011-04-08 07:49:00,2011,2,4
2011-04-08 08:20:00,2011,2,4
2011-04-08 08:21:00,2011,2,4
2011-04-08 08:24:00,2011,2,4
2011-04-08 08:25:00,2011,2,4
2011-04-08 08:27:00,2011,2,4
2011-04-08 08:39:00,2011,2,4
2011-04-08 08:40:00,2011,2,4
2011-04-08 08:48:00,2011,2,4
2011-04-08 09:08:00,2011,2,4
2011-04-08 09:13:00,2011,2,4
2011-04-08 09:15:00,2011,2,4
2011-04-08 09:20:00,2011,2,4
2011-04-08 09:25:00,2011,2,4
2011-04-08 09:26:00,2011,2,4
2011-04-08 09:45:00,2011,2,4
2011-04-08 09:50:00,2011,2,4
2011-04-08 09:54:00,2011,2,4
2011-04-08 09:58:00,2011,2,4
2011-04-08 10:01:00,2011,2,4
2011-04-08 10:09:00,2011,2,4
2011-04-08 10:14:00,2011,2,4
2011-04-08 10:19:00,2011,2,4
2011-04-08 10:20:00,2011,2,4
2011-04-08 10:26:00,2011,2,4
2011-04-08 10:32:00,2011,2,4
2011-04-08 11:21:00,2011,2,4
2011-04-08 11:23:00,2011,2,4
2011-04-08 11:26:00,2011,2,4
2011-04-08 11:28:00,2011,2,4
2011-04-08 11:33:00,2011,2,4
2011-04-08 11:43:00,2011,2,4
2011-04-08 11:44:00,2011,2,4
2011-04-08 11:50:00,2011,2,4
2011-04-08 11:54:00,2011,2,4
2011-04-08 12:01:00,2011,2,4
2011-04-08 12:06:00,2011,2,4
2011-04-08 12:17:00,2011,2,4
2011-04-08 12:20:00,2011,2,4
2011-04-08 12:28:00,2011,2,4
2011-04-08 12:30:00,2011,2,4
2011-04-08 12:33:00,2011,2,4
2011-04-08 12:34:00,2011,2,4
2011-04-08 12:42:00,2011,2,4
2011-04-08 12:43:00,2011,2,4
2011-04-08 12:56:00,2011,2,4
2011-04-08 13:00:00,2011,2,4
2011-04-08 13:01:00,2011,2,4
2011-04-08 13:14:00,2011,2,4
2011-04-08 13:20:00,2011,2,4
2011-04-08 14:07:00,2011,2,4
2011-04-08 14:12:00,2011,2,4
2011-04-08 14:14:00,2011,2,4
2011-04-08 14:26:00,2011,2,4
2011-04-08 14:27:00,2011,2,4
2011-04-08 14:39:00,2011,2,4
2011-04-08 15:19:00,2011,2,4
2011-04-08 15:34:00,2011,2,4
2011-04-08 15:35:00,2011,2,4
2011-04-08 15:41:00,2011,2,4
2011-04-08 15:42:00,2011,2,4
2011-04-08 15:44:00,2011,2,4
2011-04-08 15:49:00,2011,2,4
2011-04-08 17:09:00,2011,2,4
2011-04-08 17:16:00,2011,2,4
2011-04-08 17:22:00,2011,2,4
2011-04-08 17:25:00,2011,2,4
2011-04-10 10:10:00,2011,2,4
2011-04-10 10:16:00,2011,2,4
2011-04-10 11:11:00,2011,2,4
2011-04-10 11:14:00,2011,2,4
2011-04-10 11:24:00,2011,2,4
2011-04-10 11:33:00,2011,2,4
2011-04-10 11:35:00,2011,2,4
2011-04-10 11:45:00,2011,2,4
2011-04-10 11:48:00,2011,2,4
2011-04-10 11:58:00,2011,2,4
2011-04-10 12:22:00,2011,2,4
2011-04-10 12:36:00,2011,2,4
2011-04-10 12:52:00,2011,2,4
2011-04-10 12:53:00,2011,2,4
2011-04-10 12:59:00,2011,2,4
2011-04-10 13:21:00,2011,2,4
2011-04-10 13:25:00,2011,2,4
2011-04-10 13:26:00,2011,2,4
2011-04-10 13:36:00,2011,2,4
2011-04-10 13:48:00,2011,2,4
2011-04-10 14:02:00,2011,2,4
2011-04-10 14:16:00,2011,2,4
2011-04-10 14:27:00,2011,2,4
2011-04-10 15:07:00,2011,2,4
2011-04-10 15:09:00,2011,2,4
2011-04-10 15:15:00,2011,2,4
2011-04-10 15:19:00,2011,2,4
2011-04-10 15:25:00,2011,2,4
2011-04-10 15:32:00,2011,2,4
2011-04-10 16:01:00,2011,2,4
2011-04-10 16:02:00,2011,2,4
2011-04-10 16:04:00,2011,2,4
2011-04-11 08:14:00,2011,2,4
2011-04-11 08:16:00,2011,2,4
2011-04-11 08:49:00,2011,2,4
2011-04-11 09:18:00,2011,2,4
2011-04-11 09:44:00,2011,2,4
2011-04-11 09:46:00,2011,2,4
2011-04-11 09:47:00,2011,2,4
2011-04-11 09:54:00,2011,2,4
2011-04-11 10:00:00,2011,2,4
2011-04-11 10:01:00,2011,2,4
2011-04-11 10:04:00,2011,2,4
2011-04-11 10:09:00,2011,2,4
2011-04-11 10:10:00,2011,2,4
2011-04-11 10:14:00,2011,2,4
2011-04-11 10:18:00,2011,2,4
2011-04-11 10:25:00,2011,2,4
2011-04-11 10:59:00,2011,2,4
2011-04-11 11:06:00,2011,2,4
2011-04-11 11:23:00,2011,2,4
2011-04-11 11:38:00,2011,2,4
2011-04-11 11:40:00,2011,2,4
2011-04-11 11:43:00,2011,2,4
2011-04-11 11:45:00,2011,2,4
2011-04-11 11:51:00,2011,2,4
2011-04-11 12:13:00,2011,2,4
2011-04-11 12:17:00,2011,2,4
2011-04-11 12:20:00,2011,2,4
2011-04-11 12:21:00,2011,2,4
2011-04-11 12:45:00,2011,2,4
2011-04-11 12:57:00,2011,2,4
2011-04-11 12:59:00,2011,2,4
2011-04-11 13:02:00,2011,2,4
2011-04-11 13:19:00,2011,2,4
2011-04-11 13:22:00,2011,2,4
2011-04-11 13:24:00,2011,2,4
2011-04-11 13:29:00,2011,2,4
2011-04-11 13:40:00,2011,2,4
2011-04-11 13:41:00,2011,2,4
2011-04-11 13:42:00,2011,2,4
2011-04-11 13:43:00,2011,2,4
2011-04-11 13:45:00,2011,2,4
2011-04-11 13:55:00,2011,2,4
2011-04-11 14:00:00,2011,2,4
2011-04-11 14:07:00,2011,2,4
2011-04-11 14:10:00,2011,2,4
2011-04-11 14:11:00,2011,2,4
2011-04-11 14:13:00,2011,2,4
2011-04-11 14:40:00,2011,2,4
2011-04-11 14:43:00,2011,2,4
2011-04-11 14:56:00,2011,2,4
2011-04-11 15:03:00,2011,2,4
2011-04-11 15:04:00,2011,2,4
2011-04-11 15:25:00,2011,2,4
2011-04-11 15:35:00,2011,2,4
2011-04-11 15:59:00,2011,2,4
2011-04-11 16:15:00,2011,2,4
2011-04-11 16:17:00,2011,2,4
2011-04-11 16:35:00,2011,2,4
2011-04-11 16:47:00,2011,2,4
2011-04-11 16:56:00,2011,2,4
2011-04-11 17:12:00,2011,2,4
2011-04-12 08:42:00,2011,2,4
2011-04-12 09:02:00,2011,2,4
2011-04-12 09:03:00,2011,2,4
2011-04-12 09:28:00,2011,2,4
2011-04-12 09:35:00,2011,2,4
2011-04-12 09:49:00,2011,2,4
2011-04-12 09:53:00,2011,2,4
2011-04-12 10:01:00,2011,2,4
2011-04-12 10:05:00,2011,2,4
2011-04-12 10:30:00,2011,2,4
2011-04-12 10:33:00,2011,2,4
2011-04-12 10:38:00,2011,2,4
2011-04-12 10:41:00,2011,2,4
2011-04-12 10:42:00,2011,2,4
2011-04-12 10:45:00,2011,2,4
2011-04-12 10:48:00,2011,2,4
2011-04-12 10:58:00,2011,2,4
2011-04-12 11:01:00,2011,2,4
2011-04-12 11:32:00,2011,2,4
2011-04-12 11:34:00,2011,2,4
2011-04-12 11:36:00,2011,2,4
2011-04-12 11:43:00,2011,2,4
2011-04-12 11:58:00,2011,2,4
2011-04-12 12:00:00,2011,2,4
2011-04-12 12:02:00,2011,2,4
2011-04-12 12:16:00,2011,2,4
2011-04-12 12:47:00,2011,2,4
2011-04-12 12:53:00,2011,2,4
2011-04-12 12:56:00,2011,2,4
2011-04-12 13:01:00,2011,2,4
2011-04-12 13:10:00,2011,2,4
2011-04-12 13:19:00,2011,2,4
2011-04-12 13:20:00,2011,2,4
2011-04-12 13:24:00,2011,2,4
2011-04-12 13:32:00,2011,2,4
2011-04-12 13:38:00,2011,2,4
2011-04-12 13:39:00,2011,2,4
2011-04-12 13:45:00,2011,2,4
2011-04-12 13:52:00,2011,2,4
2011-04-12 13:55:00,2011,2,4
2011-04-12 14:04:00,2011,2,4
2011-04-12 14:17:00,2011,2,4
2011-04-12 14:22:00,2011,2,4
2011-04-12 14:43:00,2011,2,4
2011-04-12 14:58:00,2011,2,4
2011-04-12 15:08:00,2011,2,4
2011-04-12 15:23:00,2011,2,4
2011-04-12 15:30:00,2011,2,4
2011-04-12 15:32:00,2011,2,4
2011-04-12 15:43:00,2011,2,4
2011-04-12 16:17:00,2011,2,4
2011-04-12 16:19:00,2011,2,4
2011-04-12 16:20:00,2011,2,4
2011-04-12 16:28:00,2011,2,4
2011-04-12 16:30:00,2011,2,4
2011-04-12 16:43:00,2011,2,4
2011-04-12 17:12:00,2011,2,4
2011-04-13 08:26:00,2011,2,4
2011-04-13 09:32:00,2011,2,4
2011-04-13 09:39:00,2011,2,4
2011-04-13 09:42:00,2011,2,4
2011-04-13 09:48:00,2011,2,4
2011-04-13 09:52:00,2011,2,4
2011-04-13 09:59:00,2011,2,4
2011-04-13 10:10:00,2011,2,4
2011-04-13 10:12:00,2011,2,4
2011-04-13 10:14:00,2011,2,4
2011-04-13 10:19:00,2011,2,4
2011-04-13 10:20:00,2011,2,4
2011-04-13 10:32:00,2011,2,4
2011-04-13 10:40:00,2011,2,4
2011-04-13 11:04:00,2011,2,4
2011-04-13 11:05:00,2011,2,4
2011-04-13 11:29:00,2011,2,4
2011-04-13 11:40:00,2011,2,4
2011-04-13 11:42:00,2011,2,4
2011-04-13 11:46:00,2011,2,4
2011-04-13 11:48:00,2011,2,4
2011-04-13 11:53:00,2011,2,4
2011-04-13 12:04:00,2011,2,4
2011-04-13 12:09:00,2011,2,4
2011-04-13 12:23:00,2011,2,4
2011-04-13 12:44:00,2011,2,4
2011-04-13 12:47:00,2011,2,4
2011-04-13 12:57:00,2011,2,4
2011-04-13 13:15:00,2011,2,4
2011-04-13 13:25:00,2011,2,4
2011-04-13 13:42:00,2011,2,4
2011-04-13 13:45:00,2011,2,4
2011-04-13 13:47:00,2011,2,4
2011-04-13 13:51:00,2011,2,4
2011-04-13 14:12:00,2011,2,4
2011-04-13 14:17:00,2011,2,4
2011-04-13 14:21:00,2011,2,4
2011-04-13 14:24:00,2011,2,4
2011-04-13 14:25:00,2011,2,4
2011-04-13 14:27:00,2011,2,4
2011-04-13 14:31:00,2011,2,4
2011-04-13 14:38:00,2011,2,4
2011-04-13 14:39:00,2011,2,4
2011-04-13 14:54:00,2011,2,4
2011-04-13 15:00:00,2011,2,4
2011-04-13 15:06:00,2011,2,4
2011-04-13 15:36:00,2011,2,4
2011-04-13 15:49:00,2011,2,4
2011-04-13 15:52:00,2011,2,4
2011-04-13 15:55:00,2011,2,4
2011-04-13 15:57:00,2011,2,4
2011-04-13 15:58:00,2011,2,4
2011-04-13 16:43:00,2011,2,4
2011-04-13 16:58:00,2011,2,4
2011-04-13 17:31:00,2011,2,4
2011-04-14 08:13:00,2011,2,4
2011-04-14 08:14:00,2011,2,4
2011-04-14 08:26:00,2011,2,4
2011-04-14 08:27:00,2011,2,4
2011-04-14 08:32:00,2011,2,4
2011-04-14 08:45:00,2011,2,4
2011-04-14 08:46:00,2011,2,4
2011-04-14 08:49:00,2011,2,4
2011-04-14 09:09:00,2011,2,4
2011-04-14 09:18:00,2011,2,4
2011-04-14 09:28:00,2011,2,4
2011-04-14 09:30:00,2011,2,4
2011-04-14 09:43:00,2011,2,4
2011-04-14 09:56:00,2011,2,4
2011-04-14 09:58:00,2011,2,4
2011-04-14 10:10:00,2011,2,4
2011-04-14 10:13:00,2011,2,4
2011-04-14 10:17:00,2011,2,4
2011-04-14 10:40:00,2011,2,4
2011-04-14 10:42:00,2011,2,4
2011-04-14 10:54:00,2011,2,4
2011-04-14 11:07:00,2011,2,4
2011-04-14 11:19:00,2011,2,4
2011-04-14 11:28:00,2011,2,4
2011-04-14 11:32:00,2011,2,4
2011-04-14 11:39:00,2011,2,4
2011-04-14 11:45:00,2011,2,4
2011-04-14 11:48:00,2011,2,4
2011-04-14 12:00:00,2011,2,4
2011-04-14 12:01:00,2011,2,4
2011-04-14 12:12:00,2011,2,4
2011-04-14 12:31:00,2011,2,4
2011-04-14 12:35:00,2011,2,4
2011-04-14 12:38:00,2011,2,4
2011-04-14 12:39:00,2011,2,4
2011-04-14 12:41:00,2011,2,4
2011-04-14 12:42:00,2011,2,4
2011-04-14 12:43:00,2011,2,4
2011-04-14 13:13:00,2011,2,4
2011-04-14 13:17:00,2011,2,4
2011-04-14 13:27:00,2011,2,4
2011-04-14 13:33:00,2011,2,4
2011-04-14 13:50:00,2011,2,4
2011-04-14 13:52:00,2011,2,4
2011-04-14 13:56:00,2011,2,4
2011-04-14 13:59:00,2011,2,4
2011-04-14 14:02:00,2011,2,4
2011-04-14 14:14:00,2011,2,4
2011-04-14 14:15:00,2011,2,4
2011-04-14 14:36:00,2011,2,4
2011-04-14 14:37:00,2011,2,4
2011-04-14 14:39:00,2011,2,4
2011-04-14 14:41:00,2011,2,4
2011-04-14 14:43:00,2011,2,4
2011-04-14 14:45:00,2011,2,4
2011-04-14 14:54:00,2011,2,4
2011-04-14 15:02:00,2011,2,4
2011-04-14 15:26:00,2011,2,4
2011-04-14 15:39:00,2011,2,4
2011-04-14 15:46:00,2011,2,4
2011-04-14 15:58:00,2011,2,4
2011-04-14 16:23:00,2011,2,4
2011-04-14 16:26:00,2011,2,4
2011-04-14 16:31:00,2011,2,4
2011-04-14 16:38:00,2011,2,4
2011-04-14 16:41:00,2011,2,4
2011-04-14 16:58:00,2011,2,4
2011-04-14 17:25:00,2011,2,4
2011-04-14 17:29:00,2011,2,4
2011-04-14 17:33:00,2011,2,4
2011-04-14 17:44:00,2011,2,4
2011-04-14 17:58:00,2011,2,4
2011-04-14 18:02:00,2011,2,4
2011-04-14 18:22:00,2011,2,4
2011-04-14 18:28:00,2011,2,4
2011-04-14 18:40:00,2011,2,4
2011-04-14 18:57:00,2011,2,4
2011-04-14 19:15:00,2011,2,4
2011-04-14 19:16:00,2011,2,4
2011-04-14 19:59:00,2011,2,4
2011-04-15 08:45:00,2011,2,4
2011-04-15 09:27:00,2011,2,4
2011-04-15 09:43:00,2011,2,4
2011-04-15 10:09:00,2011,2,4
2011-04-15 10:14:00,2011,2,4
2011-04-15 10:19:00,2011,2,4
2011-04-15 10:20:00,2011,2,4
2011-04-15 10:21:00,2011,2,4
2011-04-15 10:25:00,2011,2,4
2011-04-15 10:27:00,2011,2,4
2011-04-15 10:37:00,2011,2,4
2011-04-15 10:38:00,2011,2,4
2011-04-15 10:39:00,2011,2,4
2011-04-15 10:40:00,2011,2,4
2011-04-15 10:41:00,2011,2,4
2011-04-15 10:42:00,2011,2,4
2011-04-15 10:43:00,2011,2,4
2011-04-15 11:06:00,2011,2,4
2011-04-15 11:15:00,2011,2,4
2011-04-15 11:31:00,2011,2,4
2011-04-15 11:35:00,2011,2,4
2011-04-15 11:36:00,2011,2,4
2011-04-15 11:44:00,2011,2,4
2011-04-15 11:47:00,2011,2,4
2011-04-15 12:05:00,2011,2,4
2011-04-15 12:10:00,2011,2,4
2011-04-15 12:14:00,2011,2,4
2011-04-15 12:23:00,2011,2,4
2011-04-15 12:35:00,2011,2,4
2011-04-15 12:48:00,2011,2,4
2011-04-15 13:15:00,2011,2,4
2011-04-15 13:16:00,2011,2,4
2011-04-15 13:31:00,2011,2,4
2011-04-15 13:48:00,2011,2,4
2011-04-15 13:56:00,2011,2,4
2011-04-15 14:05:00,2011,2,4
2011-04-15 14:10:00,2011,2,4
2011-04-15 14:14:00,2011,2,4
2011-04-15 14:15:00,2011,2,4
2011-04-15 14:21:00,2011,2,4
2011-04-15 14:32:00,2011,2,4
2011-04-15 14:45:00,2011,2,4
2011-04-15 15:17:00,2011,2,4
2011-04-15 15:31:00,2011,2,4
2011-04-15 15:54:00,2011,2,4
2011-04-15 15:58:00,2011,2,4
2011-04-15 16:11:00,2011,2,4
2011-04-15 16:46:00,2011,2,4
2011-04-17 10:15:00,2011,2,4
2011-04-17 10:17:00,2011,2,4
2011-04-17 10:21:00,2011,2,4
2011-04-17 10:27:00,2011,2,4
2011-04-17 10:56:00,2011,2,4
2011-04-17 10:57:00,2011,2,4
2011-04-17 10:59:00,2011,2,4
2011-04-17 11:04:00,2011,2,4
2011-04-17 11:18:00,2011,2,4
2011-04-17 11:21:00,2011,2,4
2011-04-17 11:30:00,2011,2,4
2011-04-17 11:44:00,2011,2,4
2011-04-17 11:45:00,2011,2,4
2011-04-17 11:56:00,2011,2,4
2011-04-17 12:25:00,2011,2,4
2011-04-17 12:37:00,2011,2,4
2011-04-17 12:38:00,2011,2,4
2011-04-17 12:49:00,2011,2,4
2011-04-17 12:53:00,2011,2,4
2011-04-17 12:57:00,2011,2,4
2011-04-17 13:02:00,2011,2,4
2011-04-17 13:04:00,2011,2,4
2011-04-17 13:05:00,2011,2,4
2011-04-17 13:07:00,2011,2,4
2011-04-17 13:18:00,2011,2,4
2011-04-17 13:20:00,2011,2,4
2011-04-17 13:27:00,2011,2,4
2011-04-17 13:43:00,2011,2,4
2011-04-17 13:53:00,2011,2,4
2011-04-17 14:05:00,2011,2,4
2011-04-17 14:06:00,2011,2,4
2011-04-17 14:09:00,2011,2,4
2011-04-17 14:36:00,2011,2,4
2011-04-17 14:55:00,2011,2,4
2011-04-17 15:29:00,2011,2,4
2011-04-17 15:33:00,2011,2,4
2011-04-17 15:40:00,2011,2,4
2011-04-17 15:53:00,2011,2,4
2011-04-17 15:55:00,2011,2,4
2011-04-17 15:56:00,2011,2,4
2011-04-18 09:00:00,2011,2,4
2011-04-18 09:06:00,2011,2,4
2011-04-18 09:31:00,2011,2,4
2011-04-18 09:33:00,2011,2,4
2011-04-18 09:38:00,2011,2,4
2011-04-18 10:04:00,2011,2,4
2011-04-18 10:20:00,2011,2,4
2011-04-18 10:21:00,2011,2,4
2011-04-18 10:28:00,2011,2,4
2011-04-18 10:35:00,2011,2,4
2011-04-18 10:41:00,2011,2,4
2011-04-18 10:55:00,2011,2,4
2011-04-18 11:10:00,2011,2,4
2011-04-18 11:13:00,2011,2,4
2011-04-18 11:29:00,2011,2,4
2011-04-18 11:45:00,2011,2,4
2011-04-18 11:53:00,2011,2,4
2011-04-18 11:59:00,2011,2,4
2011-04-18 12:14:00,2011,2,4
2011-04-18 12:16:00,2011,2,4
2011-04-18 12:17:00,2011,2,4
2011-04-18 12:25:00,2011,2,4
2011-04-18 12:36:00,2011,2,4
2011-04-18 12:42:00,2011,2,4
2011-04-18 12:45:00,2011,2,4
2011-04-18 12:47:00,2011,2,4
2011-04-18 12:56:00,2011,2,4
2011-04-18 12:58:00,2011,2,4
2011-04-18 13:12:00,2011,2,4
2011-04-18 13:13:00,2011,2,4
2011-04-18 13:17:00,2011,2,4
2011-04-18 13:20:00,2011,2,4
2011-04-18 13:22:00,2011,2,4
2011-04-18 13:30:00,2011,2,4
2011-04-18 13:31:00,2011,2,4
2011-04-18 13:36:00,2011,2,4
2011-04-18 13:43:00,2011,2,4
2011-04-18 13:46:00,2011,2,4
2011-04-18 13:49:00,2011,2,4
2011-04-18 13:52:00,2011,2,4
2011-04-18 13:54:00,2011,2,4
2011-04-18 13:58:00,2011,2,4
2011-04-18 14:00:00,2011,2,4
2011-04-18 14:01:00,2011,2,4
2011-04-18 14:05:00,2011,2,4
2011-04-18 14:08:00,2011,2,4
2011-04-18 14:12:00,2011,2,4
2011-04-18 14:21:00,2011,2,4
2011-04-18 14:27:00,2011,2,4
2011-04-18 14:32:00,2011,2,4
2011-04-18 14:37:00,2011,2,4
2011-04-18 14:44:00,2011,2,4
2011-04-18 14:50:00,2011,2,4
2011-04-18 15:00:00,2011,2,4
2011-04-18 15:05:00,2011,2,4
2011-04-18 15:08:00,2011,2,4
2011-04-18 15:14:00,2011,2,4
2011-04-18 15:16:00,2011,2,4
2011-04-18 15:26:00,2011,2,4
2011-04-18 15:31:00,2011,2,4
2011-04-18 15:43:00,2011,2,4
2011-04-18 16:31:00,2011,2,4
2011-04-18 16:37:00,2011,2,4
2011-04-18 16:49:00,2011,2,4
2011-04-18 17:29:00,2011,2,4
2011-04-18 17:32:00,2011,2,4
2011-04-19 08:17:00,2011,2,4
2011-04-19 08:55:00,2011,2,4
2011-04-19 09:31:00,2011,2,4
2011-04-19 09:43:00,2011,2,4
2011-04-19 09:49:00,2011,2,4
2011-04-19 10:04:00,2011,2,4
2011-04-19 10:08:00,2011,2,4
2011-04-19 10:19:00,2011,2,4
2011-04-19 10:40:00,2011,2,4
2011-04-19 10:48:00,2011,2,4
2011-04-19 10:49:00,2011,2,4
2011-04-19 10:59:00,2011,2,4
2011-04-19 11:02:00,2011,2,4
2011-04-19 11:19:00,2011,2,4
2011-04-19 11:27:00,2011,2,4
2011-04-19 11:33:00,2011,2,4
2011-04-19 11:37:00,2011,2,4
2011-04-19 11:46:00,2011,2,4
2011-04-19 11:52:00,2011,2,4
2011-04-19 12:08:00,2011,2,4
2011-04-19 12:17:00,2011,2,4
2011-04-19 12:19:00,2011,2,4
2011-04-19 12:22:00,2011,2,4
2011-04-19 12:26:00,2011,2,4
2011-04-19 12:41:00,2011,2,4
2011-04-19 12:59:00,2011,2,4
2011-04-19 13:03:00,2011,2,4
2011-04-19 13:09:00,2011,2,4
2011-04-19 13:21:00,2011,2,4
2011-04-19 13:39:00,2011,2,4
2011-04-19 13:41:00,2011,2,4
2011-04-19 13:49:00,2011,2,4
2011-04-19 13:56:00,2011,2,4
2011-04-19 13:57:00,2011,2,4
2011-04-19 14:02:00,2011,2,4
2011-04-19 14:23:00,2011,2,4
2011-04-19 14:36:00,2011,2,4
2011-04-19 14:37:00,2011,2,4
2011-04-19 14:48:00,2011,2,4
2011-04-19 14:49:00,2011,2,4
2011-04-19 14:51:00,2011,2,4
2011-04-19 14:56:00,2011,2,4
2011-04-19 14:57:00,2011,2,4
2011-04-19 15:02:00,2011,2,4
2011-04-19 15:20:00,2011,2,4
2011-04-19 15:37:00,2011,2,4
2011-04-19 15:39:00,2011,2,4
2011-04-19 15:44:00,2011,2,4
2011-04-19 15:46:00,2011,2,4
2011-04-19 15:51:00,2011,2,4
2011-04-19 15:53:00,2011,2,4
2011-04-19 15:54:00,2011,2,4
2011-04-19 16:14:00,2011,2,4
2011-04-19 16:19:00,2011,2,4
2011-04-19 16:30:00,2011,2,4
2011-04-19 16:31:00,2011,2,4
2011-04-19 16:37:00,2011,2,4
2011-04-19 16:52:00,2011,2,4
2011-04-19 17:19:00,2011,2,4
2011-04-20 08:07:00,2011,2,4
2011-04-20 08:24:00,2011,2,4
2011-04-20 09:01:00,2011,2,4
2011-04-20 09:02:00,2011,2,4
2011-04-20 09:03:00,2011,2,4
2011-04-20 09:20:00,2011,2,4
2011-04-20 09:29:00,2011,2,4
2011-04-20 09:30:00,2011,2,4
2011-04-20 09:31:00,2011,2,4
2011-04-20 09:35:00,2011,2,4
2011-04-20 09:48:00,2011,2,4
2011-04-20 10:04:00,2011,2,4
2011-04-20 10:10:00,2011,2,4
2011-04-20 10:28:00,2011,2,4
2011-04-20 10:29:00,2011,2,4
2011-04-20 10:39:00,2011,2,4
2011-04-20 10:48:00,2011,2,4
2011-04-20 11:05:00,2011,2,4
2011-04-20 11:06:00,2011,2,4
2011-04-20 11:11:00,2011,2,4
2011-04-20 11:12:00,2011,2,4
2011-04-20 11:19:00,2011,2,4
2011-04-20 11:33:00,2011,2,4
2011-04-20 11:45:00,2011,2,4
2011-04-20 11:57:00,2011,2,4
2011-04-20 12:01:00,2011,2,4
2011-04-20 12:02:00,2011,2,4
2011-04-20 12:26:00,2011,2,4
2011-04-20 12:28:00,2011,2,4
2011-04-20 12:30:00,2011,2,4
2011-04-20 12:32:00,2011,2,4
2011-04-20 12:44:00,2011,2,4
2011-04-20 12:56:00,2011,2,4
2011-04-20 13:13:00,2011,2,4
2011-04-20 13:15:00,2011,2,4
2011-04-20 13:18:00,2011,2,4
2011-04-20 13:19:00,2011,2,4
2011-04-20 13:35:00,2011,2,4
2011-04-20 13:36:00,2011,2,4
2011-04-20 13:43:00,2011,2,4
2011-04-20 13:55:00,2011,2,4
2011-04-20 13:58:00,2011,2,4
2011-04-20 13:59:00,2011,2,4
2011-04-20 14:02:00,2011,2,4
2011-04-20 14:06:00,2011,2,4
2011-04-20 14:38:00,2011,2,4
2011-04-20 14:40:00,2011,2,4
2011-04-20 14:41:00,2011,2,4
2011-04-20 14:46:00,2011,2,4
2011-04-20 15:04:00,2011,2,4
2011-04-20 15:21:00,2011,2,4
2011-04-20 15:25:00,2011,2,4
2011-04-20 15:32:00,2011,2,4
2011-04-20 15:38:00,2011,2,4
2011-04-20 15:44:00,2011,2,4
2011-04-20 16:04:00,2011,2,4
2011-04-20 17:00:00,2011,2,4
2011-04-20 17:10:00,2011,2,4
2011-04-20 17:37:00,2011,2,4
2011-04-21 08:43:00,2011,2,4
2011-04-21 08:54:00,2011,2,4
2011-04-21 09:26:00,2011,2,4
2011-04-21 09:36:00,2011,2,4
2011-04-21 10:00:00,2011,2,4
2011-04-21 10:12:00,2011,2,4
2011-04-21 10:16:00,2011,2,4
2011-04-21 10:19:00,2011,2,4
2011-04-21 10:29:00,2011,2,4
2011-04-21 10:31:00,2011,2,4
2011-04-21 10:48:00,2011,2,4
2011-04-21 10:51:00,2011,2,4
2011-04-21 10:52:00,2011,2,4
2011-04-21 10:55:00,2011,2,4
2011-04-21 11:03:00,2011,2,4
2011-04-21 11:31:00,2011,2,4
2011-04-21 11:59:00,2011,2,4
2011-04-21 12:00:00,2011,2,4
2011-04-21 12:07:00,2011,2,4
2011-04-21 12:11:00,2011,2,4
2011-04-21 12:12:00,2011,2,4
2011-04-21 12:34:00,2011,2,4
2011-04-21 12:35:00,2011,2,4
2011-04-21 13:11:00,2011,2,4
2011-04-21 13:17:00,2011,2,4
2011-04-21 13:22:00,2011,2,4
2011-04-21 13:29:00,2011,2,4
2011-04-21 13:30:00,2011,2,4
2011-04-21 13:39:00,2011,2,4
2011-04-21 13:40:00,2011,2,4
2011-04-21 14:03:00,2011,2,4
2011-04-21 14:06:00,2011,2,4
2011-04-21 14:07:00,2011,2,4
2011-04-21 14:21:00,2011,2,4
2011-04-21 14:30:00,2011,2,4
2011-04-21 14:33:00,2011,2,4
2011-04-21 14:37:00,2011,2,4
2011-04-21 14:59:00,2011,2,4
2011-04-21 15:15:00,2011,2,4
2011-04-21 15:16:00,2011,2,4
2011-04-21 15:25:00,2011,2,4
2011-04-21 15:26:00,2011,2,4
2011-04-21 15:46:00,2011,2,4
2011-04-21 15:51:00,2011,2,4
2011-04-21 15:52:00,2011,2,4
2011-04-21 16:01:00,2011,2,4
2011-04-21 16:17:00,2011,2,4
2011-04-21 16:26:00,2011,2,4
2011-04-21 16:37:00,2011,2,4
2011-04-21 16:39:00,2011,2,4
2011-04-21 16:46:00,2011,2,4
2011-04-21 16:48:00,2011,2,4
2011-04-21 16:53:00,2011,2,4
2011-04-21 16:58:00,2011,2,4
2011-04-21 16:59:00,2011,2,4
2011-04-21 17:03:00,2011,2,4
2011-04-21 17:05:00,2011,2,4
2011-04-21 17:06:00,2011,2,4
2011-04-21 17:10:00,2011,2,4
2011-04-21 17:31:00,2011,2,4
2011-04-21 18:06:00,2011,2,4
2011-04-21 18:10:00,2011,2,4
2011-04-21 18:22:00,2011,2,4
2011-04-21 18:31:00,2011,2,4
2011-04-21 18:59:00,2011,2,4
2011-04-21 19:05:00,2011,2,4
2011-04-21 19:51:00,2011,2,4
2011-04-21 19:55:00,2011,2,4
2011-04-26 08:33:00,2011,2,4
2011-04-26 08:57:00,2011,2,4
2011-04-26 09:04:00,2011,2,4
2011-04-26 09:12:00,2011,2,4
2011-04-26 09:15:00,2011,2,4
2011-04-26 09:31:00,2011,2,4
